Transaction_ID,Product_ID,Date,Quantity_Sold,Unit_Price,Discount_Percent,Final_Price,Sales_Channel
T036278,P0799,2/18/2024 0:00,1,18.86,30,13.2,Store B
T036270,P0799,1/3/2024 0:00,1,18.86,30,13.2,Store B
T036271,P0799,1/9/2024 0:00,1,18.86,30,13.2,Store A
T036286,P0799,3/17/2024 0:00,1,18.86,30,13.2,Store A
T036268,P0799,12/15/2023 0:00,1,18.86,30,13.2,Store A
T036291,P0799,4/27/2024 0:00,1,18.86,30,13.2,Store C
T036275,P0799,2/6/2024 0:00,1,18.86,30,13.2,Store B
T003977,P0088,12/20/2023 0:00,1,18.87,30,13.21,Store B
T003964,P0088,11/18/2023 0:00,1,18.87,30,13.21,Store C
T003974,P0088,12/8/2023 0:00,1,18.87,30,13.21,Store A
T003971,P0088,11/29/2023 0:00,1,18.87,30,13.21,Store C
T003973,P0088,12/6/2023 0:00,1,18.87,30,13.21,Store B
T003993,P0088,4/26/2024 0:00,1,18.87,30,13.21,Store B
T003987,P0088,3/7/2024 0:00,1,18.87,30,13.21,Store A
T003989,P0088,3/28/2024 0:00,1,18.87,30,13.21,Online
T003982,P0088,1/26/2024 0:00,1,18.87,30,13.21,Store B
T003983,P0088,2/4/2024 0:00,1,18.87,30,13.21,Store C
T003985,P0088,2/8/2024 0:00,1,18.87,30,13.21,Store B
T016384,P0362,8/17/2023 0:00,1,18.99,30,13.29,Store A
T016383,P0362,8/4/2023 0:00,1,18.99,30,13.29,Online
T016377,P0362,6/13/2023 0:00,1,18.99,30,13.29,Store C
T034937,P0769,1/2/2024 0:00,1,19.04,30,13.33,Store B
T034948,P0769,2/23/2024 0:00,1,19.04,30,13.33,Store A
T034945,P0769,2/19/2024 0:00,1,19.04,30,13.33,Store B
T034940,P0769,1/18/2024 0:00,1,19.04,30,13.33,Store B
T034941,P0769,1/24/2024 0:00,1,19.04,30,13.33,Store A
T034932,P0769,12/7/2023 0:00,1,19.04,30,13.33,Store A
T022138,P0489,12/18/2024 0:00,1,19.31,30,13.52,Store B
T022127,P0489,10/21/2024 0:00,1,19.31,30,13.52,Online
T022133,P0489,11/26/2024 0:00,1,19.31,30,13.52,Online
T022139,P0489,12/20/2024 0:00,1,19.31,30,13.52,Store C
T022123,P0489,10/11/2024 0:00,1,19.31,30,13.52,Online
T008015,P0181,11/30/2024 0:00,1,19.4,30,13.58,Store C
T008019,P0181,12/9/2024 0:00,1,19.4,30,13.58,Store C
T023047,P0508,9/23/2024 0:00,1,19.42,30,13.59,Store C
T023046,P0508,9/14/2024 0:00,1,19.42,30,13.59,Store A
T023029,P0508,5/19/2024 0:00,1,19.42,30,13.59,Online
T023024,P0508,4/17/2024 0:00,1,19.42,30,13.59,Store B
T023037,P0508,7/26/2024 0:00,1,19.42,30,13.59,Store B
T023048,P0508,9/30/2024 0:00,1,19.42,30,13.59,Online
T023045,P0508,9/12/2024 0:00,1,19.42,30,13.59,Store B
T018611,P0411,8/17/2023 0:00,1,19.78,30,13.85,Store C
T018597,P0411,5/28/2023 0:00,1,19.78,30,13.85,Store A
T018603,P0411,7/8/2023 0:00,1,19.78,30,13.85,Store C
T018604,P0411,7/12/2023 0:00,1,19.78,30,13.85,Store A
T018621,P0411,10/15/2023 0:00,1,19.78,30,13.85,Store A
T018608,P0411,8/1/2023 0:00,1,19.78,30,13.85,Store B
T018599,P0411,6/2/2023 0:00,1,19.78,30,13.85,Store C
T018615,P0411,9/1/2023 0:00,1,19.78,30,13.85,Store B
T018602,P0411,6/24/2023 0:00,1,19.78,30,13.85,Store B
T018620,P0411,10/8/2023 0:00,1,19.78,30,13.85,Store C
T018610,P0411,8/16/2023 0:00,1,19.78,30,13.85,Online
T018619,P0411,9/29/2023 0:00,1,19.78,30,13.85,Store A
T006765,P0152,11/17/2024 0:00,1,17.66,20,14.13,Store B
T006769,P0152,12/1/2024 0:00,1,17.66,20,14.13,Store A
T006763,P0152,11/13/2024 0:00,1,17.66,20,14.13,Store B
T006755,P0152,10/27/2024 0:00,1,17.66,20,14.13,Store A
T006754,P0152,10/26/2024 0:00,1,17.66,20,14.13,Store B
T006762,P0152,11/12/2024 0:00,1,17.66,20,14.13,Store B
T006774,P0152,12/29/2024 0:00,1,17.66,20,14.13,Store A
T031018,P0681,12/26/2024 0:00,1,17.71,20,14.17,Store C
T031006,P0681,10/29/2024 0:00,1,17.71,20,14.17,Store C
T031021,P0681,12/29/2024 0:00,1,17.71,20,14.17,Store A
T031013,P0681,11/18/2024 0:00,1,17.71,20,14.17,Store C
T031012,P0681,11/15/2024 0:00,1,17.71,20,14.17,Store B
T031009,P0681,11/7/2024 0:00,1,17.71,20,14.17,Store B
T004040,P0089,4/24/2024 0:00,1,17.91,20,14.33,Store B
T004029,P0089,12/16/2023 0:00,1,17.91,20,14.33,Store B
T004023,P0089,11/28/2023 0:00,1,17.91,20,14.33,Store B
T004028,P0089,12/9/2023 0:00,1,17.91,20,14.33,Store B
T012339,P0276,7/25/2024 0:00,1,17.96,20,14.37,Online
T012322,P0276,5/19/2024 0:00,1,17.96,20,14.37,Store A
T012329,P0276,5/30/2024 0:00,1,17.96,20,14.37,Online
T012320,P0276,5/13/2024 0:00,1,17.96,20,14.37,Store C
T012327,P0276,5/27/2024 0:00,1,17.96,20,14.37,Store A
T012323,P0276,5/21/2024 0:00,1,17.96,20,14.37,Store A
T012325,P0276,5/25/2024 0:00,1,17.96,20,14.37,Store A
T012335,P0276,6/30/2024 0:00,1,17.96,20,14.37,Online
T012336,P0276,7/12/2024 0:00,1,17.96,20,14.37,Store C
T012334,P0276,6/17/2024 0:00,1,17.96,20,14.37,Store C
T012326,P0276,5/26/2024 0:00,1,17.96,20,14.37,Store B
T012331,P0276,6/4/2024 0:00,1,17.96,20,14.37,Store A
T012354,P0276,9/24/2024 0:00,1,17.96,20,14.37,Store C
T012357,P0276,10/14/2024 0:00,1,17.96,20,14.37,Store B
T015800,P0351,5/14/2023 0:00,1,18.18,20,14.54,Store A
T015804,P0351,7/14/2023 0:00,1,18.18,20,14.54,Online
T025493,P0558,12/31/2024 0:00,1,18.25,20,14.6,Store B
T025492,P0558,12/26/2024 0:00,1,18.25,20,14.6,Store A
T025482,P0558,10/21/2024 0:00,1,18.25,20,14.6,Store A
T025484,P0558,10/25/2024 0:00,1,18.25,20,14.6,Store C
T025490,P0558,12/14/2024 0:00,1,18.25,20,14.6,Online
T025491,P0558,12/15/2024 0:00,1,18.25,20,14.6,Online
T017925,P0396,2/27/2024 0:00,1,20.99,30,14.69,Store C
T017920,P0396,1/16/2024 0:00,1,20.99,30,14.69,Online
T017923,P0396,2/10/2024 0:00,1,20.99,30,14.69,Store A
T017918,P0396,12/25/2023 0:00,1,20.99,30,14.69,Store A
T017913,P0396,11/28/2023 0:00,1,20.99,30,14.69,Store B
T017915,P0396,12/2/2023 0:00,1,20.99,30,14.69,Store A
T017919,P0396,1/9/2024 0:00,1,20.99,30,14.69,Store C
T017912,P0396,11/24/2023 0:00,1,20.99,30,14.69,Store B
T032032,P0704,5/26/2024 0:00,1,21.1,30,14.77,Store A
T032041,P0704,7/24/2024 0:00,1,21.1,30,14.77,Store C
T032049,P0704,9/6/2024 0:00,1,21.1,30,14.77,Store A
T032051,P0704,9/19/2024 0:00,1,21.1,30,14.77,Store C
T032046,P0704,8/14/2024 0:00,1,21.1,30,14.77,Store B
T032044,P0704,8/7/2024 0:00,1,21.1,30,14.77,Store B
T032045,P0704,8/12/2024 0:00,1,21.1,30,14.77,Store A
T032022,P0704,5/1/2024 0:00,1,21.1,30,14.77,Store C
T032023,P0704,5/4/2024 0:00,1,21.1,30,14.77,Store C
T032036,P0704,6/12/2024 0:00,1,21.1,30,14.77,Online
T032034,P0704,6/7/2024 0:00,1,21.1,30,14.77,Store A
T032040,P0704,7/13/2024 0:00,1,21.1,30,14.77,Online
T032031,P0704,5/23/2024 0:00,1,21.1,30,14.77,Store B
T016638,P0368,11/2/2024 0:00,1,21.21,30,14.85,Store A
T016640,P0368,11/5/2024 0:00,1,21.21,30,14.85,Store C
T016646,P0368,12/24/2024 0:00,1,21.21,30,14.85,Store C
T016643,P0368,11/10/2024 0:00,1,21.21,30,14.85,Online
T006112,P0137,10/29/2024 0:00,1,21.27,30,14.89,Online
T006092,P0137,6/27/2024 0:00,1,21.27,30,14.89,Online
T006106,P0137,10/4/2024 0:00,1,21.27,30,14.89,Online
T006111,P0137,10/27/2024 0:00,1,21.27,30,14.89,Store B
T006089,P0137,6/11/2024 0:00,1,21.27,30,14.89,Store A
T006097,P0137,8/16/2024 0:00,1,21.27,30,14.89,Store C
T024143,P0529,5/23/2024 0:00,1,18.62,20,14.9,Store B
T024151,P0529,6/22/2024 0:00,1,18.62,20,14.9,Store A
T024156,P0529,7/27/2024 0:00,1,18.62,20,14.9,Online
T024168,P0529,10/19/2024 0:00,1,18.62,20,14.9,Store A
T024146,P0529,6/1/2024 0:00,1,18.62,20,14.9,Store B
T024162,P0529,9/16/2024 0:00,1,18.62,20,14.9,Store A
T024161,P0529,9/11/2024 0:00,1,18.62,20,14.9,Store C
T024147,P0529,6/2/2024 0:00,1,18.62,20,14.9,Store C
T021463,P0474,6/8/2023 0:00,1,18.73,20,14.98,Online
T021458,P0474,5/1/2023 0:00,1,18.73,20,14.98,Store B
T021459,P0474,5/20/2023 0:00,1,18.73,20,14.98,Store A
T021453,P0474,4/16/2023 0:00,1,18.73,20,14.98,Store A
T021461,P0474,5/30/2023 0:00,1,18.73,20,14.98,Store C
T024735,P0542,10/27/2023 0:00,1,18.78,20,15.02,Store B
T021549,P0476,7/27/2023 0:00,1,21.46,30,15.02,Store B
T024712,P0542,7/28/2023 0:00,1,18.78,20,15.02,Store C
T024694,P0542,5/5/2023 0:00,1,18.78,20,15.02,Store B
T021539,P0476,5/27/2023 0:00,1,21.46,30,15.02,Store A
T021534,P0476,5/3/2023 0:00,1,21.46,30,15.02,Store B
T021551,P0476,7/31/2023 0:00,1,21.46,30,15.02,Store C
T021529,P0476,4/8/2023 0:00,1,21.46,30,15.02,Store B
T024721,P0542,8/22/2023 0:00,1,18.78,20,15.02,Store C
T021552,P0476,8/1/2023 0:00,1,21.46,30,15.02,Store B
T021563,P0476,10/16/2023 0:00,1,21.46,30,15.02,Store A
T021556,P0476,8/25/2023 0:00,1,21.46,30,15.02,Store C
T024706,P0542,6/18/2023 0:00,1,18.78,20,15.02,Store B
T021558,P0476,9/19/2023 0:00,1,21.46,30,15.02,Store C
T024724,P0542,8/28/2023 0:00,1,18.78,20,15.02,Store C
T021565,P0476,10/18/2023 0:00,1,21.46,30,15.02,Store A
T024730,P0542,9/24/2023 0:00,1,18.78,20,15.02,Online
T024711,P0542,7/24/2023 0:00,1,18.78,20,15.02,Store A
T024703,P0542,5/29/2023 0:00,1,18.78,20,15.02,Store B
T021559,P0476,10/3/2023 0:00,1,21.46,30,15.02,Store A
T021543,P0476,6/16/2023 0:00,1,21.46,30,15.02,Store C
T021547,P0476,7/21/2023 0:00,1,21.46,30,15.02,Store B
T024727,P0542,9/11/2023 0:00,1,18.78,20,15.02,Online
T024726,P0542,9/3/2023 0:00,1,18.78,20,15.02,Store C
T021561,P0476,10/8/2023 0:00,1,21.46,30,15.02,Store B
T021808,P0481,4/11/2024 0:00,1,21.49,30,15.04,Online
T021810,P0481,4/22/2024 0:00,1,21.49,30,15.04,Store B
T021803,P0481,3/6/2024 0:00,1,21.49,30,15.04,Store A
T021800,P0481,2/12/2024 0:00,1,21.49,30,15.04,Online
T021798,P0481,1/31/2024 0:00,1,21.49,30,15.04,Store C
T021784,P0481,11/7/2023 0:00,1,21.49,30,15.04,Store B
T021788,P0481,12/6/2023 0:00,1,21.49,30,15.04,Store C
T021781,P0481,10/28/2023 0:00,1,21.49,30,15.04,Store B
T021792,P0481,12/18/2023 0:00,1,21.49,30,15.04,Store C
T021785,P0481,11/9/2023 0:00,1,21.49,30,15.04,Store C
T021790,P0481,12/10/2023 0:00,1,21.49,30,15.04,Store A
T021796,P0481,1/23/2024 0:00,1,21.49,30,15.04,Store A
T036263,P0799,11/6/2023 0:00,1,18.86,20,15.09,Store C
T036288,P0799,4/9/2024 0:00,1,18.86,20,15.09,Online
T036273,P0799,1/30/2024 0:00,1,18.86,20,15.09,Store A
T036276,P0799,2/9/2024 0:00,1,18.86,20,15.09,Store B
T036274,P0799,2/5/2024 0:00,1,18.86,20,15.09,Online
T036284,P0799,3/10/2024 0:00,1,18.86,20,15.09,Store B
T036282,P0799,3/2/2024 0:00,1,18.86,20,15.09,Store C
T003979,P0088,1/11/2024 0:00,1,18.87,20,15.1,Store A
T003980,P0088,1/12/2024 0:00,1,18.87,20,15.1,Store C
T003988,P0088,3/21/2024 0:00,1,18.87,20,15.1,Online
T003986,P0088,2/25/2024 0:00,1,18.87,20,15.1,Online
T003984,P0088,2/7/2024 0:00,1,18.87,20,15.1,Store C
T003970,P0088,11/28/2023 0:00,1,18.87,20,15.1,Online
T003961,P0088,11/11/2023 0:00,1,18.87,20,15.1,Store B
T003968,P0088,11/25/2023 0:00,1,18.87,20,15.1,Online
T003969,P0088,11/27/2023 0:00,1,18.87,20,15.1,Online
T025396,P0556,10/20/2024 0:00,1,21.69,30,15.18,Online
T025408,P0556,12/20/2024 0:00,1,21.69,30,15.18,Store A
T025397,P0556,10/23/2024 0:00,1,21.69,30,15.18,Store A
T016379,P0362,6/24/2023 0:00,1,18.99,20,15.19,Store B
T016382,P0362,7/19/2023 0:00,1,18.99,20,15.19,Store B
T016380,P0362,6/29/2023 0:00,1,18.99,20,15.19,Store C
T016387,P0362,10/10/2023 0:00,1,18.99,20,15.19,Online
T016375,P0362,6/3/2023 0:00,1,18.99,20,15.19,Online
T016378,P0362,6/22/2023 0:00,1,18.99,20,15.19,Online
T016376,P0362,6/11/2023 0:00,1,18.99,20,15.19,Store B
T031986,P0703,11/21/2024 0:00,1,21.71,30,15.2,Store C
T031984,P0703,11/16/2024 0:00,1,21.71,30,15.2,Store B
T031985,P0703,11/20/2024 0:00,1,21.71,30,15.2,Store A
T031979,P0703,10/30/2024 0:00,1,21.71,30,15.2,Online
T031982,P0703,11/12/2024 0:00,1,21.71,30,15.2,Store A
T031981,P0703,11/10/2024 0:00,1,21.71,30,15.2,Store B
T031988,P0703,12/6/2024 0:00,1,21.71,30,15.2,Online
T031983,P0703,11/14/2024 0:00,1,21.71,30,15.2,Online
T034929,P0769,12/2/2023 0:00,1,19.04,20,15.23,Store C
T034946,P0769,2/20/2024 0:00,1,19.04,20,15.23,Store B
T034938,P0769,1/9/2024 0:00,1,19.04,20,15.23,Store A
T034952,P0769,4/4/2024 0:00,1,19.04,20,15.23,Store B
T034950,P0769,3/4/2024 0:00,1,19.04,20,15.23,Store C
T034935,P0769,12/28/2023 0:00,1,19.04,20,15.23,Store A
T034955,P0769,4/23/2024 0:00,1,19.04,20,15.23,Store C
T025719,P0563,7/20/2023 0:00,1,21.99,30,15.39,Store A
T025714,P0563,6/18/2023 0:00,1,21.99,30,15.39,Online
T025707,P0563,5/26/2023 0:00,1,21.99,30,15.39,Store A
T025721,P0563,8/15/2023 0:00,1,21.99,30,15.39,Online
T025711,P0563,6/7/2023 0:00,1,21.99,30,15.39,Store A
T025698,P0563,4/19/2023 0:00,1,21.99,30,15.39,Store B
T025706,P0563,5/13/2023 0:00,1,21.99,30,15.39,Online
T025697,P0563,4/18/2023 0:00,1,21.99,30,15.39,Store A
T025704,P0563,5/2/2023 0:00,1,21.99,30,15.39,Store C
T025731,P0563,9/23/2023 0:00,1,21.99,30,15.39,Store A
T025699,P0563,4/21/2023 0:00,1,21.99,30,15.39,Store B
T025717,P0563,7/8/2023 0:00,1,21.99,30,15.39,Store C
T025732,P0563,9/28/2023 0:00,1,21.99,30,15.39,Store C
T025701,P0563,4/25/2023 0:00,1,21.99,30,15.39,Store B
T025727,P0563,9/14/2023 0:00,1,21.99,30,15.39,Store A
T005237,P0118,8/30/2023 0:00,1,22,30,15.4,Online
T005243,P0118,9/24/2023 0:00,1,22,30,15.4,Online
T005246,P0118,10/11/2023 0:00,1,22,30,15.4,Store C
T005241,P0118,9/15/2023 0:00,1,22,30,15.4,Store B
T005228,P0118,6/22/2023 0:00,1,22,30,15.4,Online
T005227,P0118,6/14/2023 0:00,1,22,30,15.4,Store C
T005224,P0118,5/30/2023 0:00,1,22,30,15.4,Store B
T005233,P0118,8/8/2023 0:00,1,22,30,15.4,Store B
T005222,P0118,5/21/2023 0:00,1,22,30,15.4,Online
T005219,P0118,5/15/2023 0:00,1,22,30,15.4,Online
T013507,P0300,11/10/2023 0:00,1,22.16,30,15.51,Store C
T013530,P0300,2/29/2024 0:00,1,22.16,30,15.51,Online
T013512,P0300,11/18/2023 0:00,1,22.16,30,15.51,Store C
T013517,P0300,11/29/2023 0:00,1,22.16,30,15.51,Store B
T013516,P0300,11/23/2023 0:00,1,22.16,30,15.51,Online
T013511,P0300,11/16/2023 0:00,1,22.16,30,15.51,Online
T013528,P0300,2/15/2024 0:00,1,22.16,30,15.51,Store C
T013509,P0300,11/14/2023 0:00,1,22.16,30,15.51,Online
T013510,P0300,11/15/2023 0:00,1,22.16,30,15.51,Online
T013529,P0300,2/21/2024 0:00,1,22.16,30,15.51,Online
T013525,P0300,1/3/2024 0:00,1,22.16,30,15.51,Store A
T008016,P0181,12/6/2024 0:00,1,19.4,20,15.52,Online
T008020,P0181,12/11/2024 0:00,1,19.4,20,15.52,Store A
T008018,P0181,12/8/2024 0:00,1,19.4,20,15.52,Online
T023051,P0508,10/25/2024 0:00,1,19.42,20,15.54,Store C
T023050,P0508,10/17/2024 0:00,1,19.42,20,15.54,Online
T023049,P0508,10/1/2024 0:00,1,19.42,20,15.54,Online
T023033,P0508,7/3/2024 0:00,1,19.42,20,15.54,Online
T023042,P0508,8/25/2024 0:00,1,19.42,20,15.54,Store A
T023044,P0508,8/31/2024 0:00,1,19.42,20,15.54,Store A
T023032,P0508,6/20/2024 0:00,1,19.42,20,15.54,Online
T018244,P0404,4/14/2024 0:00,1,22.27,30,15.59,Store A
T018243,P0404,4/11/2024 0:00,1,22.27,30,15.59,Store A
T018250,P0404,5/3/2024 0:00,1,22.27,30,15.59,Store C
T018253,P0404,5/21/2024 0:00,1,22.27,30,15.59,Online
T018254,P0404,5/25/2024 0:00,1,22.27,30,15.59,Store B
T018247,P0404,4/25/2024 0:00,1,22.27,30,15.59,Online
T018264,P0404,7/24/2024 0:00,1,22.27,30,15.59,Store A
T018270,P0404,8/9/2024 0:00,1,22.27,30,15.59,Store A
T018252,P0404,5/7/2024 0:00,1,22.27,30,15.59,Store B
T018278,P0404,10/4/2024 0:00,1,22.27,30,15.59,Online
T018269,P0404,8/8/2024 0:00,1,22.27,30,15.59,Online
T018281,P0404,10/15/2024 0:00,1,22.27,30,15.59,Store B
T018266,P0404,7/30/2024 0:00,1,22.27,30,15.59,Store A
T018275,P0404,9/6/2024 0:00,1,22.27,30,15.59,Store B
T018272,P0404,8/18/2024 0:00,1,22.27,30,15.59,Store C
T028249,P0619,5/17/2024 0:00,1,22.31,30,15.62,Store C
T028243,P0619,4/29/2024 0:00,1,22.31,30,15.62,Store B
T005911,P0133,11/24/2024 0:00,1,22.37,30,15.66,Store A
T005916,P0133,12/25/2024 0:00,1,22.37,30,15.66,Store A
T005914,P0133,11/28/2024 0:00,1,22.37,30,15.66,Online
T005907,P0133,11/12/2024 0:00,1,22.37,30,15.66,Store C
T005908,P0133,11/14/2024 0:00,1,22.37,30,15.66,Store A
T005910,P0133,11/23/2024 0:00,1,22.37,30,15.66,Store C
T005909,P0133,11/20/2024 0:00,1,22.37,30,15.66,Store A
T016697,P0369,9/6/2024 0:00,1,22.43,30,15.7,Store B
T016704,P0369,10/4/2024 0:00,1,22.43,30,15.7,Store A
T016693,P0369,8/21/2024 0:00,1,22.43,30,15.7,Store C
T016695,P0369,8/31/2024 0:00,1,22.43,30,15.7,Store A
T016690,P0369,8/8/2024 0:00,1,22.43,30,15.7,Online
T016689,P0369,7/16/2024 0:00,1,22.43,30,15.7,Store B
T016681,P0369,6/14/2024 0:00,1,22.43,30,15.7,Store C
T016677,P0369,6/5/2024 0:00,1,22.43,30,15.7,Store B
T016680,P0369,6/12/2024 0:00,1,22.43,30,15.7,Online
T016678,P0369,6/9/2024 0:00,1,22.43,30,15.7,Store A
T016700,P0369,9/20/2024 0:00,1,22.43,30,15.7,Store A
T016674,P0369,5/28/2024 0:00,1,22.43,30,15.7,Store A
T003482,P0077,7/20/2024 0:00,1,22.44,30,15.71,Store C
T003480,P0077,7/14/2024 0:00,1,22.44,30,15.71,Store B
T003487,P0077,9/1/2024 0:00,1,22.44,30,15.71,Store C
T003472,P0077,6/6/2024 0:00,1,22.44,30,15.71,Store B
T003488,P0077,9/2/2024 0:00,1,22.44,30,15.71,Online
T003476,P0077,6/11/2024 0:00,1,22.44,30,15.71,Store A
T003474,P0077,6/9/2024 0:00,1,22.44,30,15.71,Online
T003489,P0077,9/6/2024 0:00,1,22.44,30,15.71,Store A
T003471,P0077,6/5/2024 0:00,1,22.44,30,15.71,Store A
T003479,P0077,6/28/2024 0:00,1,22.44,30,15.71,Store A
T003470,P0077,6/4/2024 0:00,1,22.44,30,15.71,Store B
T014277,P0317,12/4/2023 0:00,1,22.45,30,15.72,Store C
T014272,P0317,11/23/2023 0:00,1,22.45,30,15.72,Online
T014275,P0317,11/30/2023 0:00,1,22.45,30,15.72,Store A
T014285,P0317,1/14/2024 0:00,1,22.45,30,15.72,Store C
T014274,P0317,11/29/2023 0:00,1,22.45,30,15.72,Store A
T014284,P0317,1/6/2024 0:00,1,22.45,30,15.72,Store A
T014280,P0317,12/17/2023 0:00,1,22.45,30,15.72,Online
T014269,P0317,11/19/2023 0:00,1,22.45,30,15.72,Store B
T014267,P0317,11/17/2023 0:00,1,22.45,30,15.72,Store C
T014278,P0317,12/9/2023 0:00,1,22.45,30,15.72,Store C
T014279,P0317,12/12/2023 0:00,1,22.45,30,15.72,Store B
T018614,P0411,8/30/2023 0:00,1,19.78,20,15.82,Online
T018623,P0411,10/24/2023 0:00,1,19.78,20,15.82,Store A
T018622,P0411,10/18/2023 0:00,1,19.78,20,15.82,Store C
T018618,P0411,9/18/2023 0:00,1,19.78,20,15.82,Store A
T006761,P0152,11/9/2024 0:00,1,17.66,10,15.89,Store B
T006759,P0152,11/5/2024 0:00,1,17.66,10,15.89,Store C
T006773,P0152,12/28/2024 0:00,1,17.66,10,15.89,Store A
T006752,P0152,10/19/2024 0:00,1,17.66,10,15.89,Store B
T006767,P0152,11/23/2024 0:00,1,17.66,10,15.89,Store C
T031017,P0681,12/9/2024 0:00,1,17.71,10,15.94,Store B
T031011,P0681,11/14/2024 0:00,1,17.71,10,15.94,Online
T031007,P0681,10/30/2024 0:00,1,17.71,10,15.94,Store A
T031020,P0681,12/28/2024 0:00,1,17.71,10,15.94,Store C
T031014,P0681,11/25/2024 0:00,1,17.71,10,15.94,Online
